MAL_ID,Name,Score,Genres,sypnopsis
40615,Umibe no Étranger,Unknown,"Slice of Life, Romance, Shounen Ai","""There's nothing wrong with liking another guy."" To be in the arms of the person I love... I thought that was an unattainable dream... On an island off the coast of Okinawa, two young men meet on a beach. Shun Hashimoto is gay and aspires to be a novelist. He is interested in Mio Chibana, a somber high school student, and starts to flirt with him. Day by day, the two of them grow closer, but then, suddenly, Mio decides to leave the island. Three years later, Mio returns and approaches Shun with the words, ""I've thought about it for the past three years. I like you, Shun, even if you're a guy."" However, when faced with the prospect of finally becoming lovers with Mio, Shun cannot take the first step towards commitment. This is a tantalizing love story about a gay novelist and a younger part-time worker. (Source: Renta!, edited)"
40632,Peng Ran Xindong,Unknown,"Slice of Life, Romance, Shoujo","Young boys and girls live under one roof and experience the ignorance and troubles of youth. The super-popular girl who is warm in style feels the bud of youthfulness, this one is enough! (Source: Yualexius)"
40638,Wan Guo Zhi,Unknown,"Action, Adventure, Historical, Romance","1663 Common Era, the youngest leader of the Ming dynasty's navy Lu Changfeng is to escort an official to capture criminals but was attacked by a ghost fleet and sea beasts, causing the entire envoy to be sunk. Lu Changfeng was saved by a mysterious girl from the ocean bottom and followed her to the international center of commerce of the Age of Sail: Luzon. At the time, over 70% of the Ming dynasty's silver was obtained from Luzon, and this tiny island determined the fate of several nations. Spanish settlers cruelly ruled, and people of all walks of life, under the guidance of Song Yingxing, constructed the international finance center: the Kingdom of Wan. Despite disagreements with Song Yingxing, Lu Changfeng still chose to join Song's team: 天工, participating in the struggle against Spanish settlers with others. Both factions used bleeding-edge technological inventions in their battle. To resist the enemy genius Vesalius‘s weapon, Song Yingxing manipulates Lu Changfeng, bringing out his days fighting Vesalius in Korea, etc. (Source: medium.com)"
40708,Monster Musume no Oishasan,6.51,"Comedy, Romance, Ecchi, Fantasy","fter years of conflict, humans and monsters have settled their differences and are now at peace. This post-war era led to the foundation of Lindworm—a town which has since become the focal point of racial harmony. As a human doctor specializing in monster biology, Glenn Litbeit runs a small clinic alongside his partner, Saphentite Neikes, who is a half-snake monster known as a lamia. He uses his knowledge to tend to any monsters who seek his aid. Whatever affliction, concern, or injury it may be, he will always be there, ready to help."
40728,Bijutsu Kyouiku,Unknown,"Comedy, Drama, Romance","arly graduation silent short film by Megumi Ishitani, depicting the conflict between two artists and their mentees."
40734,Yao Shen Ji Zhi Hei Yu Pian,7.46,"Action, Adventure, Demons, Romance, Martial Arts, Fantasy",Fourth season of Yao Shen Ji .
40746,Overflow,6.76,"Ecchi, Romance","Kazushi Sudou is a university student who is visited by his two childhood friends, the sisters Ayane and Kotone Shirakawa. When Ayane discovers that Kazushi not only forgot to buy her pudding but is also using her special lotion in the bath, she decides to take revenge and join Kazushi in his bath along with Kotone. Will the perverted Kazushi be able to remain indifferent to them both?"
40747,Dounika Naru Hibi,5.5,"Slice of Life, Drama, Romance, Shoujo Ai, Shounen Ai","ove is love. Someday, the pain of being in love will be an endearing memory. No matter who the feelings are towards, no matter what form it takes, all love and lifestyles have the same value. An omnibus anime tells the stories of “The wedding of an ex”, “a student and a teacher at an all-boys’ school” and “childhood friends whose bodies and hearts change with adolescence.” (Source: Kotonoha)"
40787,Josee to Tora to Sakana-tachi,7.44,"Slice of Life, Drama, Romance","outh romantic drama with themes of growing up, the story focuses on college student Tsuneo and dreamer Josee, who lives her life stuck in a wheelchair. Josee—named after the heroine in Françoise Sagan's Wonderful Clouds—spends most of her days reading and painting until by chance she encounters Tsuneo, and decides it's time to face the real world. (Source: MAL News)"
40793,Bokutachi no Kidzuki-hen,Unknown,Romance,special short to promote the web app of JRA-VAN TRY for horse races.
40806,Huyao Xiao Hongniang: Wei Sheng,6.87,"Comedy, Historical, Supernatural, Drama, Romance",The 8th season of Huyao Xiao Hongniang .
40807,Ore wo Suki nano wa Omae dake ka yo: Ore wa Teinei ni Susumeru,6.54,"Comedy, Romance, School",cap of the first nine episodes of Ore wo Suki nano wa Omae dake ka yo .
40835,Aishen Qiaokeli-ing: Wanjie Jinian,6.55,"Harem, Comedy, Romance, School",cap episode of the first season of Aishen Qiaokeli-ing posted on the official Tenecent biibili channel.
40839,"Kanojo, Okarishimasu",7.37,"Comedy, Romance, School, Shounen","Kazuya Kinoshita is a 20-year-old college student who has a wonderful girlfriend: the bright and sunny Mami Nanami. But suddenly, he doesn't. Without warning, Mami breaks up with him, leaving him utterly heartbroken and lonely. Seeking to soothe the pain, he hires a rental girlfriend through an online app. His partner is Chizuru Mizuhara, who through her unparalleled beauty and cute demeanor, manages to gain Kazuya's affection. But after reading similar experiences other customers had had with Chizuru, Kazuya believes her warm smile and caring personality were all just an act to toy with his heart, and he rates her poorly. Aggravated, Chizuru lambastes him for his shameless hypocrisy, revealing her true pert and hot-tempered self. This one-sided exchange is cut short, however, when Kazuya finds out that his grandmother has collapsed. They dash toward the hospital and find Kazuya's grandmother already in good condition. Baffled by Chizuru's presence, she asks who this girl might be. On impulse, Kazuya promptly declares that they are lovers, forcing Chizuru to play the part. But with Kazuya still hung up on his previous relationship with Mami, how long can this difficult client and reluctant rental girlfriend keep up their act?"
40876,Ai Zai Xi Yuan Qian,Unknown,"Action, Sci-Fi, Romance, Fantasy","Some aliens come to the Earth and one of them, become Babilonia's King, building the Babel Tower in order to come back to his world. But, due to technical failures his spaceship explodes, killing the main female character. The male lead and his troop stay in the Earth to find a way to come back. The female main character reincarnates 2500 years ago and met with him one more time. Then, what will happen now? (Source: tvtime.com)"
40893,Komatta Jiisan,6.42,"Adventure, Slice of Life, Comedy, Drama, Romance, Seinen",The comedy centers on an old man who pulls stereotypical ikemen (handsome man) actions on similarly old women and makes their hearts flutter. (Source: ANN)
40905,Tsuki no Buranko,Unknown,"Kids, Music, Romance",usic video for the song Tsuki no Buranko by Yumi Kojima that was featured on Fuji TV's Hirake! Ponkikki program. The video was animated by Kouji Nanke.
40909,Wan Jie Xian Zong 3rd Season,7.28,"Action, Adventure, Historical, Demons, Romance, Martial Arts, Fantasy",Third season of Wan Jie Xian Zong .
40936,Ore wo Suki nano wa Omae dake ka yo: Oretachi no Game Set,7.65,"Comedy, Romance, School","The original video anime episode will serve as the final chapter to the television series, focusing on the rivalry between the ""background character"" Amatsuyu Kisaragi (Jouro) and Yasuo Hazuki (Hose), ""the protagonist."" (Source: MAL News)"
40938,Hige wo Soru. Soshite Joshikousei wo Hirou.,Unknown,"Drama, Romance","Office worker Yoshida has been crushing on his coworker, Airi Gotou, for five years. Despite finally scoring a date with her, his confession is promptly rejected. Drunk and disappointed, he stumbles home, only to find a high school girl sitting on the side of the road. The girl, needing a place to stay the night, attempts to seduce Yoshida. Despite rejecting her advances, he nevertheless invites her into his apartment. The next morning, the girl, introducing herself as Sayu Ogiwara, reveals that she has run away from Hokkaido all the way to Tokyo. During her six-month spree, she continually traded sexual favors for a roof over her head. Yoshida, however, remains unswayed by her seduction. Instead, he has her do a different kind of work—one that entails washing dishes and doing laundry. And so, a touching relationship between a heartbroken adult and a runaway high school girl begins."
40966,Ling Jian Zun 3rd Season,7.03,"Action, Romance, Fantasy",Third season of Ling Jian Zun .
41005,Ane Naru Mono,Unknown,"Horror, Supernatural, Romance, Ecchi","Since the death of his parents, young Yuu has suffered considerably from neglect and abuse at the hands of his adoptive relatives, who leave him to his own resources to survive. Fortunately, a girl named Chiyo comes to his aid and offers to take care of Yuu while acting as his older sister. However, Chiyo is not what she seems, and Yuu knows all too well that her intentions are far from innocent. In exchange for her generosity, Yuu must supply Chiyo with his ""life potential."""
41103,Koi to Yobu ni wa Kimochi Warui,Unknown,"Comedy, Romance","Once you fall for someone, you can't stop the love. A strange encounter spurs the meeting of Amakusa Ryou, a high spec businessman who is loose with women, and his high school sister's best friend, Arima Ichika. From there, he falls madly in love. On one hand, he approaches her with almost too straight-forward methods, while she responds simply disgusted, insulting him without hesitation... and he takes it as her way of showing love. This is a romantic comedy about a twisted elite employee and a normal otaku high school girl. (Source: MU, edited)"
41168,Nakitai Watashi wa Neko wo Kaburu,7.39,"Comedy, Supernatural, Drama, Romance, School","o Sasaki is an energetic high school girl who comes from a broken family consisting of her unconfident father and an overly invested stepmother, whose attempts at connecting with Miyo come across as bothersome. Seeing Kento Hinode as a refuge from all her personal issues, she can't help herself from forcing her unorthodox demonstrations of love onto her crush. While Miyo is unable to get Kento's attention as herself, she manages to succeed by interacting with him in the form of a white cat, affectionately nicknamed ""Tarou"" by Kento. But Miyo soon realizes that she can't help Kento with the various problems she overhears in her cat form and is now caught between two tough choices. Will she continue her relationship with him as a cat, or will she reveal her identity and risk what they have, in order to help him as her human self?"
41195,Kokoro Yohou,7.57,"Music, Romance","usic video for Eve's new single Heart Forecast . Created as a commercial for Lotte Ghana chocolate ""Pink Valentine."" The commercial features three of Lotte Ghana chocolate's original characters: Akane, Momo, and Yukie."
41221,Liang Bu Yi,Unknown,"Comedy, Fantasy, Historical, Romance","His Majesty comes close so handsome that flushed queen pushes him reflexively and falls with him together into the pool. Then they swap their bodies. The way to swap back is unknown. The most important thing is that the emperor is quite angry now!! Before every comes to normal, emperor has to deal with his mean imperial concubines that he never knows and the queen has to mediate between those ministeries... (Source: Webnovel)"
41226,Uzaki-chan wa Asobitai!,7.05,"Slice of Life, Comedy, Romance, Ecchi","he start of her freshman year in college, Hana Uzaki reunites with Shinichi Sakurai, an upperclassman who was in the same club as her during her high school days. However, much to her surprise, the once active senior has ended up becoming a ""lonesome"" student, preferring to spend his free time in quiet peace. Uzaki does whatever she can to keep Sakurai from being ""alone,"" from convincing him to go to the movies to going to his part-time workplace. While Sakurai finds her irritating and tiresome, he still goes along with Uzaki's hijinks and shenanigans, even if he knows that her perky personality will only lead the two of them into various comical situations. Even so, as the days pass by, their relationship only gets better, to the point where people around them misinterpret them to be a couple. At any rate, whenever Uzaki wants to hang out with her upperclassman, fun and adorable wackiness is sure to follow!"
41278,Nagseo feat. Yerin Baek,Unknown,"Music, Romance",usic video directed by mareykrap for the single Nagseo feat. Yerin Baek by South Korean rapper Punchnello.
41285,"Hatena☆Illusion: Koi to Mahou no Illusion de, Muchuu Sasechaimasu! Special",5.59,"Comedy, Supernatural, Romance, Ecchi",cap of first 6 episodes of Hatena☆Illusion .
41332,Ore no Yubi de Midarero.: Heitengo Futarikiri no Salon de...,5.88,"Ecchi, Romance","Fumi Hoshiya works at a beauty salon, hoping to become a hairdresser someday. Her popular and charismatic manager, Sousuke Nanase, often chastises Fumi for her mistakes in the salon. Nonetheless, Fumi idolizes Nanase as a kind mentor and role model. One day, Nanase invites Fumi for an after-hours practice beauty session. Little does Fumi know, her ""beauty session"" will entail more than she expected, with Nanase touching every part of her body for some very erotic results!"
41340,Uchida Shungicu no Noroi no One-Piece,5.94,"Horror, Romance, Shoujo",omnibus horror TV special where three girls encounter a beautiful rose patterned yellow one-piece dress which curses them as they try to gain the attention of a man they like in their lives.
41341,Sword Art Online: Alicization - War of Underworld Recap,6.81,"Action, Game, Adventure, Romance, Fantasy",cap of Sword Art Online: Alicization - War of Underworld .
41389,Tonikaku Kawaii,7.96,"Comedy, Romance, Shounen","Nasa Yuzaki is determined to leave his name in the history books. Ranking first in the national mock exam and aiming for a distinguished high school, he is certain that he has his whole life mapped out. However, fate is a fickle mistress. On his way home one snowy evening, Nasa's eyes fall upon a peerless beauty across the street. Bewitched, Nasa tries to approach her—only to get blindsided by an oncoming truck. Thankfully, his life is spared due to the girl's swift action. Bleeding by the side of an ambulance, he watches as the girl walks away under the moonlight—reminiscent of Princess Kaguya leaving for the moon. Refusing to let this chance meeting end, he forces his crippled body to chase after her and asks her out. Surprised by his foolhardiness and pure resolve, the girl accepts his confession under a single condition: they can only be together if he marries her!"
41461,Date A Live IV,Unknown,"Harem, Comedy, Romance, School",Fourth season of Date A Live .
41511,Ma La Nu Pei,6.9,"Comedy, Romance","Since her childhood, Su Xiao has been sidelined because of her frightening air. Now an actress, she unfortunately remains stuck in the roles of villains. One day, Xiao Jian , a recognized investor and actor, comes across a scene between Su Xiao and his manager, which is confusing. In order to silence him, Su Xiao signs a contract with him. (Source: Nautiljon)"
41528,Xing Chen Bian: Yu Li Cang Hai,7.38,"Action, Adventure, Historical, Romance, Martial Arts, Fantasy",Second season of Xing Chen Bian .
41545,Ogaki Matsuri ni Ikou yo!,Unknown,Romance,"ourism promotion anime for Ogaki City in the Gifu Prefecture. The story's script was written by Kou Nakamura, a famous novelist from Ogaki City. A love story set during the Ogaki Festival preparations. The festival itself is held in May."
41589,Tokyo Mew Mew New ♡,Unknown,"Sci-Fi, Comedy, Magic, Romance, Fantasy, Shoujo",New Tokyo Mew Mew anime.
41622,Yogishayo Isoge,Unknown,"Kids, Music, Romance",usic video for the song Yogishayo Isoge by Tetsuya Gen that was featured on NHK's Minna no Uta program. The video was animated by Hiroshi Nishimura.
41660,Yesterday wo Utatte: Haishin-ban Episode,6.66,"Slice of Life, Drama, Romance, Seinen",Special episodes released on AbemaTV.
41710,Genjitsu Shugi Yuusha no Oukoku Saikenki,Unknown,"Action, Military, Harem, Magic, Romance, Fantasy","O, Hero! When Kazuya Souma is unexpectedly transported to another world, he knows the people expect a hero. But Souma's idea of heroism is more practical than most—he wants to rebuild the flagging economy of the new land he's found himself in! Betrothed to the princess and abruptly planted on the throne, this realist hero must gather talented people to help him get the country back on its feet—not through war, or adventure, but with administrative reform! (Source: Seven Seas Entertainment)"
41802,Wan Jie Chun Qiu,6.41,"Action, Adventure, Historical, Magic, Romance, Martial Arts, Fantasy","Ye Chen, who is an ancient god, has fallen from the world of the gods to the world of the blue world. Here, hundreds of thousands of countries are standing, and the heroes are fighting for hegemony. Ye Chen has been in this pale blue world for hundreds of years and has established a huge force. In Baizhou Qianguo, the existence of Ye Chen has always been a legend. But the power from the world of the gods slowly extended to the blue world, and a cruel dragon battle is about to begin. In the capital city of Nanzhou, the first battle of Tianbei State, Hong Xu and the Wulong two men of Nanzhou Shuangyuemen Gate competed outside the Huashen Palace, but they were defeated in the hands of Su Xiaoxiao, the group leader of the Huashen Palace. The Northern Army emerged in the eastern part of southern South China and wanted to break South. The defender will disregard the safety of the people of Nanzhou and the hurricane, and intends to open the city gate to surrender (Source: Narul Donghua)"
41812,Megami-ryou no Ryoubo-kun.,Unknown,"Harem, Comedy, Romance, Ecchi, Shounen","Nagumi Koushi is a 12-year-old boy who was abandoned by his father after their house caught on fire, leaving him to roam the streets penniless. Then one day, a girl named Minerva who finds him lying on the sidewalk, takes him to a women's college dormitory, one known for housing troublesome residents, and asks him to be their ""Dormitory Mother."" Surrounded by older women, forced to deal with their idiosyncrasies, Koushi starts his new (somewhat ecchi) life! (Source: MU, edited)"
41854,Sita Wihayeo,Unknown,"Drama, Magic, Romance, Fantasy","For her sake, he would sacrifice anything... While volunteering in Nepal, a Korean medical student named Sangmin Han encounters the beautiful yet tragic Sita. Previously, she was a Kumari—a prepubescent girl worshipped as the vessel of a goddess. But she has since been forsaken as a Kumari, and cast out from society. Falling in love, they marry and move to Korea, but their blissful love is short-lived; Sita dies only a year later. Losing the woman dearest to him, Sangmin desperately begs the gods to bring Sita back. His prayers are answered but in exchange for a sacrifice, and he awakens in the streets of Nepal. However, something is amiss—his body has suddenly aged, and standing in front of him is a young Sita, with no memory of him. Through two lovers bound together by a destiny running deeper than it first appears, For the Sake of Sita is the story of Sita growing up as a Kumari, and Sangmin's tribulations in trying to avert her terrible fate."
41884,Ling Jian Zun 4th Season,6.85,"Action, Romance, Fantasy",Fourth season of Ling Jian Zun .
42004,Syupeo Sikeulis,Unknown,"Comedy, Supernatural, Romance","Two neighboring childhood friends. An airheaded girl and the boy who takes care of her like a mother hen. And of course, there is his family background with a tiny, insignificant supernatural secret. Now that her parents have left the girl in their neighbor's care, will she ever discover her friend's secret? (Source: MU)"
42172,Dase! Ikevo Gakuen,Unknown,"Comedy, Romance","Dase! Ikevo Gakuen is an original anime produced by the ESP College of Entertainment Fukuoka Department of Voice Acting, in collaboration with Takashi Taniguchi. Set in Ikevo Academy, we follow the comedic love story of a young man aspiring to become a voice actor. In the spirit of promoting voice acting education, members of the general public auditioned to voice the characters in the show."
42176,Huyao Xiao Hongniang: Jin Chenxi,6.98,"Comedy, Historical, Supernatural, Drama, Romance",The 9th season of Huyao Xiao Hongniang .
42214,Kongjwi & Patjwi,Unknown,"Romance, Fantasy","Kongjui, who had been living alone with her father, welcomes a stepmother and a stepsister called Patchui into her life. When her father is out, the stepmother and Patchui make her do all the housework and the stepmother believes all of Patchui's lies and beats Kongjui mercilessly. When talks of marriage between Kongjui and the son of a respectable family come out one day, the stepmother does everything in her power to get Patchui married to the young man. Unaware of her stepmother's plans, Kongjui runs into the young man in the woods and the two fall in love. Source: (themoviedb.org)"
42266,Wu Dong Qian Kun 2nd Season,7.6,"Action, Adventure, Historical, Romance, Martial Arts, Fantasy",Second season of Wu Dong Qian Kun .
42282,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X,Unknown,"Comedy, Drama, Romance, Fantasy, School",Second season of Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...
42351,Senpai ga Uzai Kouhai no Hanashi,Unknown,"Comedy, Romance","Igarashi Futuba's new job would be great if her senpai, Takeda Harumi, wasn't so incredibly annoying! Futuba hates his laugh, she hates how big he is, and she really hates that he treats her like a little kid. Just because Futuba is short and looks young doesn't make her a kid, and just because she spends so much time with Takeda doesn't mean she sees him as anything but an annoying senpai...or does she?! (Source: Seven Seas Entertainment)"
42361,"Ijiranaide, Nagatoro-san",Unknown,"Slice of Life, Comedy, Romance","High schooler Hayase Nagatoro loves to spend her free time doing one thing, and that is to bully her Senpai! After Nagatoro and her friends stumble upon the aspiring artist's drawings, they find enjoyment in mercilessly bullying the timid Senpai. Nagatoro resolves to continue her cruel game and visits him daily so that she can force Senpai into doing whatever interests her at the time, especially if it makes him uncomfortable. Slightly aroused by and somewhat fearful of Nagatoro, Senpai is constantly roped into her antics as his interests, hobbies, appearance, and even personality are used against him as she entertains herself at his expense. As time goes on, Senpai realizes that he doesn't dislike Nagatoro's presence, and the two of them develop an uneasy friendship as one patiently puts up with the antics of the other."
42380,Re:I Am,6.28,"Music, Romance, Space",usic video for the title track RE:I AM by Japanese singer Aimer that was on her 5th single. It was included on DVD with the first limited edition release of the CD. The video was directed by Tsuyoshi Araki.
42381,Yuki no Furu Machi,Unknown,"Music, Romance",Stop motion music video for the song Yuki no Furu Machi by Aimer that was on her third maxi single. The music video was directed by Go Matsuda and Masakazu Fukatsu.
42414,Eternity: Shinya no Nurekoi Channel ♡,5.58,"Ecchi, Romance",me adaptation of 12 romantic works from the Eternity Books manga label. The complete edition with explicit scenes was distributed online via the official website for Eternity Books. The censored version was broadcast on Tokyo MX. This database entry reflects censored TV version of the anime.
42431,Kachou Fuugetsu,Unknown,"Music, Romance","usic video for the song Kachou Fuugetsu by Aimer that was included as one of two original songs on her compilation album ""BEST SELECTION 'blanc'"". The video was directed by Atsushi Makino."
42435,Polaris,Unknown,"Music, Romance","usic video for the song Polaris by Aimer that was featured on her album ""After Dark"". The video was directed by Gaku Kinoshita."
42481,A Day Before Us,7.2,Romance,"Day Before Us is an animated Korean drama of a special and sweet love story of the following four main characters; Yeo Reum, Ha Eun, Kim Wook, and Yeon Woo. (Source: AniDB)"
42483,Iikaereba,Unknown,"Music, Romance","minimalist animated lyric video for the song Iikaereba by Japanese music unit Every Little Thing on their 46th single ""ANATA TO""."
42497,Douluo Dalu: Qian Hua Xi Jin,8.15,"Action, Adventure, Historical, Romance, Martial Arts, Fantasy",Fourth part of Douluo Dalu .
42498,Douluo Dalu: Xiaowu Juebie,8.24,"Action, Adventure, Historical, Romance, Martial Arts, Fantasy",Fifth part of Douluo Dalu .
42517,Ookami-san wa Taberaretai,5.61,"Romance, Ecchi","""I want Akagashira-sensei to be my first!"" Having a run in with the ""skirt bandit,"" Ookami almost has her skirt stolen. Her teacher, Akagashira, passes by and becomes her hero after stopping the theft. As thanks, Ookami invites Akagashira to her home, but she has another reason for bringing him over. (Source: WWWave Corporation, edited)"
42519,Bokutachi wa Benkyou ga Dekinai!: Chapel no Kane wa [X] wo Shukufuku Suru,7.32,"Harem, Comedy, Romance, Shounen","Bundled with the limited edition volume 16. The episode features an original premise where Fumino, Mafuyu, Uruka, Rizu, and Asumi are taking part in a wedding ceremony. (Source: MAL News)"
42629,Yeon-ae Halujeon 2,7.39,"Slice of Life, Romance",Second season of A Day Before Us .
42714,Otona nya Koi no Shikata ga Wakaranee!,5.63,"Romance, Ecchi","o Sudou, a 30-year-old office lady has gone five years without a boyfriend and has forgotten all about love. Shuuji Mashima, a foreign-affiliated consultant has not had a girlfriend in seven years and has lost almost all interest in women. Meeting at a matchmaking party, Mio is disgusted by Shuuji as he states, ""I am not into women."" However, when Mio makes a provocative comment toward Shuuji, things take an unexpected direction. (Source: MAL News) The uncensored episodes were distributed online via Comic Festa Anime Zone. The censored version was broadcast on Tokyo MX. This database entry reflects censored TV version of the anime."
42780,Boku no Me wa Neko no Me,Unknown,"Kids, Music, Romance",usic video for the song Boku no Me wa Neko no Me by Kiyoshirou Imawano that was featured on NHK's Minna no Uta program. The video was animated by Toshio Nishiuchi.
42786,Hiyoko Buta no Theme Part 2.,Unknown,"Kids, Music, Romance",usic video for the song Hiyoko Buta no Theme Part 2. by Cocco (Tomoko Maki) that was featured on NHK's Minna no Uta program. The video features clay animation by Yuuichi Itou.
42792,Nijiiro Love Letter,Unknown,"Kids, Music, Romance",usic video for the song Nijiiro Love Letter by Mio Isayama that was featured on NHK's Minna no Uta program. The video was animated by Toshio Nishiuchi.
42798,Sayonara Watashi no Cramer Movie: First Touch,Unknown,"Sports, Romance, School, Shounen","14-year-old Nozomi Onda has only one thing on her mind: playing beautiful soccer. There's just one problem: no matter how much she longs to participate in official matches, she'd have physically superior boys as opponents. But when a boy from her past confronts her on the street, she decides she can't wait any longer. (Source: Kodansha Comics)"
42826,Seijo no Maryoku wa Bannou Desu,Unknown,"Romance, Fantasy","Sei, a 20-year-old office worker, is whisked away to a whole new world. Unfortunately for Sei, the ritual that summoned her—meant to produce a ""Saint"" who would banish the dark magic—brought two people over instead of one. And everyone prefers the second girl over Sei?! But this is just fine by Sei, who leaves the royal palace to set up shop making potions and cosmetics with her newfound magic. Business is booming, and this might not be such a bad life, after all...as long as her supposed Sainthood doesn't come back to haunt her. (Source: Seven Seas Entertainment)"
42897,Horimiya,8.6,"Slice of Life, Comedy, Romance, School, Shounen","On the surface, the thought of Kyouko Hori and Izumi Miyamura getting along would be the last thing in people's minds. After all, Hori has a perfect combination of beauty and brains, while Miyamura appears meek and distant to his fellow classmates. However, a fateful meeting between the two lays both of their hidden selves bare. Even though she is popular at school, Hori has little time to socialize with her friends due to housework. On the other hand, Miyamura lives under the noses of his peers, his body bearing secret tattoos and piercings that make him look like a gentle delinquent. Having opposite personalities yet sharing odd similarities, the two quickly become friends and often spend time together in Hori's home. As they both emerge from their shells, they share with each other a side of themselves concealed from the outside world."
42898,Wan Jie Xian Zong 4th Season,6.99,"Action, Historical, Demons, Romance, Fantasy",Fourth season of Wan Jie Xian Zong .
42916,Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,Unknown,"Action, Game, Adventure, Romance, Fantasy","""There's no way to beat this game. The only difference is when and where you die..."" One month has passed since Akihiko Kayaba's deadly game began, and the body count continues to rise. Two thousand players are already dead. Kirito and Asuna are two very different people, but they both desire to fight alone. Nonetheless, they find themselves drawn together to face challenges from both within and without. Given that the entire virtual world they now live in has been created as a deathtrap, the surviving players of Sword Art Online are starting to get desperate, and desperation makes them dangerous to loners like Kirito and Asuna. As it becomes clear that solitude equals suicide, will the two be able to overcome their differences to find the strength to believe in each other, and in so doing survive? Sword Art Online: Progressive is a new version of the Sword Art Online tale that starts at the beginning of Kirito and Asuna's epic adventure—on the very first level of the deadly world of Aincrad! (Source: Yen Press)"
42938,Fruits Basket: The Final,Unknown,"Slice of Life, Comedy, Supernatural, Drama, Romance, Shoujo",Final season of Fruits Basket .
42962,Uzaki-chan wa Asobitai! 2nd Season,Unknown,"Slice of Life, Comedy, Romance, Ecchi",Second season of Uzaki-chan wa Asobitai!
42963,"Kanojo, Okarishimasu 2nd Season",Unknown,"Comedy, Romance, School, Shounen","Second season of Kanojo, Okarishimasu ."
43007,Osananajimi ga Zettai ni Makenai Love Comedy,Unknown,"Harem, Comedy, Romance, School","childhood friend Shida Kuroha seems to have feelings for me. She lives next door, and is small and cute. With an outgoing character, she's the caring Onee-san type, this being one of her greatest strengths. ...But, I already have my first love, the beautiful idol of our school, and the award-winning author, Kachi Shirokusa! Thinking about it rationally, I should have no chances with her, but, while walking home from school, she only talks to me, with a smile even! I might actually have a chance, don't you think?! Or so I thought, but then I heard that Shirokusa already has a boyfriend, and my life took a turn for the worse. I want to die. Why is it not me?! Even though she was my first love... As I was drowning in despair and depression, Kuroha whispered. —If it's that tough for you, then how about we get revenge? The best revenge ever, that is~ (Source: Novel Updates, edited)"
43470,Rikei ga Koi ni Ochita no de Shoumei shitemita. 2nd Season,Unknown,"Comedy, Romance",Second season of Rikei ga Koi ni Ochita no de Shoumei shitemita.
43608,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen 3rd Season,Unknown,"Comedy, Psychological, Romance, School, Seinen",Third season of Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen .
43692,Gokushufudou,Unknown,"Slice of Life, Comedy, Romance","""Immortal Tatsu,"" the legendary yakuza who single-handedly defeated a rival gang with a lead pipe, is a name known to strike fear in both hardened police officers and vicious criminals. Soon after his sudden disappearance, he resurfaces with a slight change in profession. Now equipped with an apron, Tatsu has given up violence and is trying to make an honest living as a house husband. While adapting to mundane household tasks, Tatsu finds that being a house husband has its own challenges, from the battlefield known as supermarket sales to failures in the kitchen. Despite living peacefully, misunderstandings seem to follow him left and right. Gokushufudou follows the daily life of the comically serious ex-yakuza as he leaves behind his dangerous previous life to become a stay-at-home husband."
43779,Eoneu Nal Jameseo Kkaeeoboni Bagelyeoga Doeeo Isseotda,6.58,"Comedy, Romance, Ecchi","Bong Gi used to have dreams of making something of his life. But now all that seems like a distant memory. He has become fat, lazy, unemployed, and altogether unlovable. In the real world, people are grossed out by him. He has never had a girlfriend and he spends his late nights fantasizing about women whose pictures he leers at on the internet. His own life appalls him, but he has one escape – his online life. Gaming has become his everything, and he excels at it. After another long, lonely night of gaming, he wakes up – and is shocked to find that he has transformed into a woman. Or to be more precise, a woman who looks a lot like those he used to lust after online! Confused, he does not know where to turn – so looks for answers on the net. He encounters a young woman in a chat forum named Sae Mi, who offers him advice. He soon falls for her charms – which makes things complicated to say the least. And things get even more bizarre when he attempts to take revenge on Sang Woo, a school bully who turns out to be Sae Mi’s older brother! (Source: Viki)"
43969,Kanojo mo Kanojo,Unknown,"Slice of Life, Comedy, Romance, School, Shounen","fter harboring an unrequited love for years, Naoya Mukai finally gets to date his childhood friend, Saki Saki. However, just as he tries to commit himself to this relationship, he receives an abrupt confession from Nagisa Minase. At first, Naoya tries to reject her but is soon overcome by feelings of not wanting to hurt Nagisa. Trying to avoid betraying his girlfriend's trust in him, Naoya thinks up a ""solution"" to make both girls happy—two-timing. Naturally, Saki rebuffs this idea, but through Naoya's and Nagisa's persistence, she reluctantly submits. With this, a three-way affair begins between Naoya, his girlfriend, and his ""other"" girlfriend, as they develop a relationship that deviates from the social norm."
